side,price,size
sell,9871.74,0.01000059
sell,9871.98,0.0015
sell,9872,0.81217195
sell,9872.25,0.06
sell,9872.47,0.025
sell,9872.56,0.00288179
sell,9872.99,0.0015
sell,9873,0.15303956
sell,9873.08,0.01363341
sell,9873.34,0.04512488
sell,9873.36,3.575
sell,9873.61,0.03
sell,9873.98,0.03
sell,9874,0.5126
sell,9874.96,0.02
sell,9874.99,0.017
sell,9875,6.33489758
sell,9875.24,0.001
sell,9875.98,0.0015
sell,9876,0.5
sell,9876.25,0.01063135
sell,9876.51,0.1267
sell,9876.54,0.16702828
sell,9876.55,0.02786398
sell,9876.56,0.08251284
sell,9876.87,0.01363341
sell,9876.98,0.032
sell,9876.99,0.0015
sell,9877,0.26
sell,9877.28,0.01518
sell,9877.41,0.7135
sell,9877.48,0.025
sell,9877.61,0.37823274
sell,9877.69,0.1
sell,9877.77,0.05
sell,9877.96,0.001
sell,9877.98,0.01
sell,9878,0.00668151
sell,9878.44,0.01
sell,9878.61,0.005
sell,9878.62,0.03
sell,9878.88,0.3
sell,9878.9,0.5
sell,9879,0.976
sell,9879.08,0.002
sell,9879.13,0.015
sell,9879.2,0.15
sell,9879.98,0.0015
sell,9879.99,0.007
sell,9880,1.60090647
sell,9880.67,0.01363341
sell,9880.9,0.007
sell,9880.96,0.03
sell,9880.97,0.007
sell,9881,0.11867733
sell,9881.24,0.0235
sell,9881.48,0.002
sell,9881.57,30.8
sell,9882,0.025
sell,9882.01,0.10498514
sell,9882.3,2
sell,9882.49,0.025
sell,9882.93,0.1
sell,9883,1.5
sell,9883.38,0.0012
sell,9883.48,0.01
sell,9883.5,0.35
sell,9883.63,0.03
sell,9883.78,0.06
sell,9883.96,0.03
sell,9884,0.81
sell,9884.46,0.01363341
sell,9884.54,0.02806626
sell,9884.91,0.00288436
sell,9884.97,0.02
sell,9885,1.57694104
sell,9886,1.98574565
sell,9886.45,0.02802017
sell,9886.58,0.0013765
sell,9886.59,0.027774
sell,9886.96,0.03
sell,9886.99,0.00318882
sell,9887,1.75
sell,9887.06,0.03017594
sell,9887.09,0.0015
sell,9887.24,0.0015
sell,9887.5,0.025
sell,9887.57,0.04052809
sell,9887.64,0.007
sell,9887.96,0.02
sell,9887.98,0.007
sell,9888,4.57468551
sell,9888.13,0.002
sell,9888.26,0.01363341
sell,9888.5,0.4425041
sell,9888.56,0.06
sell,9888.64,0.03
sell,9888.83,0.015
sell,9888.88,0.16755311
